user_id,pid,author_id,category_id,category_level,parent_id,root_id,exposed_time,author_fans_count,watch_time,duration,cvm_like,click,comment,follow,collect,forward,hate,tag_name,title,p_hour,p_date,gender,age,mod_price,fre_city,fre_community_type,fre_city_level
366,66812,10281120,2,1,2,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,独角戏,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,2,1,2,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,2022光合创作者大会,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,2,1,2,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,秋天的第一首歌,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,2,1,2,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,破晓计划,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,2,1,2,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,歌曲独角戏,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,109,2,2,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,独角戏,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,109,2,2,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,2022光合创作者大会,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,109,2,2,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,秋天的第一首歌,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,109,2,2,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,破晓计划,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,109,2,2,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,歌曲独角戏,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,1002,3,109,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,独角戏,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,1002,3,109,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,2022光合创作者大会,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,1002,3,109,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,秋天的第一首歌,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,1002,3,109,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,破晓计划,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,66812,10281120,1002,3,109,2,1663337736,5196101,29,36.816,False,True,False,False,False,False,False,歌曲独角戏,给陌生人打电话唱歌(电话拨通中),22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,39,1,39,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,快手弹幕,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,39,1,39,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,打开弹幕看好剧,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,39,1,39,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,放映厅免费看大片,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,421,2,39,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,快手弹幕,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,421,2,39,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,打开弹幕看好剧,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,421,2,39,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,放映厅免费看大片,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,1354,3,288,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,快手弹幕,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,1354,3,288,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,打开弹幕看好剧,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,1354,3,288,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,放映厅免费看大片,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,1404,3,289,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,快手弹幕,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,1404,3,289,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,打开弹幕看好剧,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,57413,2199265631,1404,3,289,39,1663337682,201557,7,268.626,False,False,False,False,False,False,False,放映厅免费看大片,男孩为父母报仇苦练绝世神功数十载最后发现仇人竟是师傅上集,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,39,1,39,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,放映厅免费看大片,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,39,1,39,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,我在快手追好剧,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,39,1,39,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,快看影视计划,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,421,2,39,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,放映厅免费看大片,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,421,2,39,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,我在快手追好剧,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,421,2,39,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,快看影视计划,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,1369,3,288,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,放映厅免费看大片,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,1369,3,288,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,我在快手追好剧,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,1369,3,288,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,快看影视计划,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,1394,3,288,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,放映厅免费看大片,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,1394,3,288,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,我在快手追好剧,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
366,59348,2587884328,1394,3,288,39,1663337736,24331,21,255.346,False,True,False,False,False,False,False,快看影视计划,女鬼子假扮中国人不料被识破,22,20220916,F,69,899,淮安,城区,三线城市
2494,52190,489881681,39,1,39,39,1663336889,188031,5,215.433,False,False,False,False,False,False,False,新光和计划,还差点暴露自己的身份,22,20220916,M,55,2699,巴音郭楞蒙古自治州,unknown,五线城市
2494,52190,489881681,39,1,39,39,1663336889,188031,5,215.433,False,False,False,False,False,False,False,中华好家风,还差点暴露自己的身份,22,20220916,M,55,2699,巴音郭楞蒙古自治州,unknown,五线城市
2494,52190,489881681,421,2,39,39,1663336889,188031,5,215.433,False,False,False,False,False,False,False,新光和计划,还差点暴露自己的身份,22,20220916,M,55,2699,巴音郭楞蒙古自治州,unknown,五线城市
